sk_cliente;id_cliente;nome_cliente;data_nascimento;perfil_risco;segmento;uf;cidade;renda_estimada;patrimonio_estimado;data_inicio_relacionamento;canal_origem;status_cliente;faixa_etaria
4649;CLI_0004649;Cliente_4649;2024-05-13;agressivo;institucional;RJ;Cidade_48;4535.656304929216;229393.71408573995;2020-09-14;app;ativo;18-25
4650;CLI_0004650;Cliente_4650;2020-11-04;agressivo;private;RJ;Cidade_49;34739.523128307235;15870.78014177776;2022-11-16;presencial;ativo;18-25
4651;CLI_0004651;Cliente_4651;2020-04-07;agressivo;institucional;DF;Cidade_50;110463.167426466;121021.73855317384;2021-11-02;app;ativo;18-25
4652;CLI_0004652;Cliente_4652;2023-08-03;agressivo;private;MG;Cidade_51;93961.08954896913;81011.52653680413;2023-01-10;app;ativo;18-25
4653;CLI_0004653;Cliente_4653;2022-05-18;moderado;private;BA;Cidade_52;6226.173247928899;364214.82774683257;2021-12-21;app;inativo;18-25
4654;CLI_0004654;Cliente_4654;2024-03-30;arrojado;private;RJ;Cidade_53;167311.69347746274;10064.225653830843;2024-04-08;app;ativo;18-25
4655;CLI_0004655;Cliente_4655;2021-12-01;agressivo;private;SP;Cidade_54;15322.80673146453;398133.0306721001;2023-10-14;web;inativo;18-25
4656;CLI_0004656;Cliente_4656;2020-11-03;arrojado;institucional;DF;Cidade_55;21492.335187112443;243230.6951456212;2024-03-22;presencial;ativo;18-25
4657;CLI_0004657;Cliente_4657;2024-03-07;moderado;private;MG;Cidade_56;8070.1096094725835;70533.88897981813;2021-02-09;app;inativo;18-25
4658;CLI_0004658;Cliente_4658;2022-09-29;moderado;institucional;BA;Cidade_57;23724.923037543107;44071.6204796681;2020-09-28;app;ativo;18-25
4659;CLI_0004659;Cliente_4659;2020-12-11;conservador;private;PR;Cidade_58;50480.79627234736;599853.0530667293;2022-10-14;telefone;inativo;18-25
4660;CLI_0004660;Cliente_4660;2023-08-08;conservador;institucional;SP;Cidade_59;35268.90978176784;161446.00655812726;2024-05-12;telefone;ativo;18-25
4661;CLI_0004661;Cliente_4661;2022-07-22;arrojado;private;RJ;Cidade_60;87879.34838133868;84556.11899269345;2020-07-20;presencial;ativo;18-25
4662;CLI_0004662;Cliente_4662;2023-01-08;conservador;institucional;RJ;Cidade_61;51263.557805236436;9097.51091764107;2021-03-03;app;ativo;18-25
4663;CLI_0004663;Cliente_4663;2022-04-21;agressivo;varejo;RJ;Cidade_62;15295.321352343211;36252.64352381325;2023-09-24;presencial;ativo;18-25
4664;CLI_0004664;Cliente_4664;2024-02-22;arrojado;private;RJ;Cidade_63;40758.739139758676;182342.75197307102;2022-04-29;telefone;ativo;18-25
4665;CLI_0004665;Cliente_4665;2024-02-23;moderado;private;RS;Cidade_64;3317.2008840027447;143943.2452202977;2023-01-06;telefone;ativo;18-25
4666;CLI_0004666;Cliente_4666;2023-07-19;moderado;varejo;PR;Cidade_65;43469.23144603775;283441.5521279071;2022-12-16;telefone;ativo;18-25
4667;CLI_0004667;Cliente_4667;2020-07-11;agressivo;varejo;MG;Cidade_66;24687.268725007118;360165.1766930717;2022-01-22;web;inativo;18-25
4668;CLI_0004668;Cliente_4668;2024-03-11;conservador;private;MG;Cidade_67;5179.132186890673;101225.60251848676;2023-07-12;web;ativo;18-25
4669;CLI_0004669;Cliente_4669;2023-05-10;arrojado;institucional;RJ;Cidade_68;18369.749441623117;21278.857925038865;2024-04-05;telefone;ativo;18-25
4670;CLI_0004670;Cliente_4670;2023-06-26;arrojado;private;MG;Cidade_69;114181.78491171746;313591.79641729005;2024-07-15;telefone;ativo;18-25
4671;CLI_0004671;Cliente_4671;2021-10-24;agressivo;institucional;PR;Cidade_70;44099.04849086466;161370.7523998198;2020-03-25;web;ativo;18-25
4672;CLI_0004672;Cliente_4672;2024-05-24;conservador;varejo;SP;Cidade_71;116788.9218149336;780334.2385504368;2022-10-07;telefone;ativo;18-25
4673;CLI_0004673;Cliente_4673;2023-08-17;arrojado;institucional;SP;Cidade_72;26449.818058791803;318270.4066920551;2020-03-14;telefone;ativo;18-25
4674;CLI_0004674;Cliente_4674;2020-07-24;agressivo;private;SC;Cidade_73;192944.493780272;79818.90516873707;2024-07-03;web;ativo;18-25
4675;CLI_0004675;Cliente_4675;2022-01-14;arrojado;varejo;MG;Cidade_74;22315.84370812549;111894.7070886925;2022-02-22;web;ativo;18-25
4676;CLI_0004676;Cliente_4676;2024-06-06;moderado;varejo;RJ;Cidade_75;70694.50529099067;53726.52704262283;2024-07-02;web;ativo;18-25
4677;CLI_0004677;Cliente_4677;2020-03-27;arrojado;private;BA;Cidade_76;18221.178894945704;143487.35865782513;2020-12-08;telefone;ativo;18-25
4678;CLI_0004678;Cliente_4678;2024-10-21;arrojado;private;PR;Cidade_77;5601.946583044132;248075.46959297193;2020-10-23;telefone;inativo;18-25
4679;CLI_0004679;Cliente_4679;2023-05-25;arrojado;varejo;RJ;Cidade_78;89505.02133071776;189602.08470911084;2024-07-16;app;ativo;18-25
4680;CLI_0004680;Cliente_4680;2023-02-26;conservador;institucional;RS;Cidade_79;71896.549273534;83735.43975249355;2024-09-09;telefone;ativo;18-25
4681;CLI_0004681;Cliente_4681;2021-05-09;conservador;institucional;DF;Cidade_80;85914.95904533891;346660.2754896085;2023-11-01;telefone;ativo;18-25
4682;CLI_0004682;Cliente_4682;2021-03-30;agressivo;institucional;BA;Cidade_81;17811.932790998384;22199.44256129313;2021-02-09;web;ativo;18-25
4683;CLI_0004683;Cliente_4683;2024-09-16;conservador;private;PR;Cidade_82;60812.66604053721;30759.5767796502;2020-11-10;presencial;ativo;18-25
4684;CLI_0004684;Cliente_4684;2021-06-28;arrojado;varejo;RS;Cidade_83;12418.122552360828;103556.47544961002;2023-09-27;telefone;ativo;18-25
4685;CLI_0004685;Cliente_4685;2023-11-17;arrojado;institucional;MG;Cidade_84;568.7999129131615;242295.72297654024;2023-03-05;telefone;ativo;18-25
4686;CLI_0004686;Cliente_4686;2021-12-18;conservador;varejo;RS;Cidade_85;100678.48635203569;236955.43047391108;2024-05-11;telefone;ativo;18-25
4687;CLI_0004687;Cliente_4687;2020-09-11;conservador;institucional;MG;Cidade_86;37067.05226843848;91306.45699655435;2021-05-20;app;ativo;18-25
4688;CLI_0004688;Cliente_4688;2020-01-20;arrojado;varejo;RS;Cidade_87;205686.5764910276;238545.85306097395;2021-06-23;web;ativo;18-25
4689;CLI_0004689;Cliente_4689;2022-09-20;arrojado;private;BA;Cidade_88;24309.552667696553;12499.752625736039;2023-08-28;app;ativo;18-25
4690;CLI_0004690;Cliente_4690;2024-11-16;moderado;private;RS;Cidade_89;157180.30949807804;68504.24493418886;2021-05-04;app;ativo;18-25
4691;CLI_0004691;Cliente_4691;2021-11-05;agressivo;private;RJ;Cidade_90;47733.03460245271;236685.92899950917;2022-04-24;presencial;ativo;18-25
4692;CLI_0004692;Cliente_4692;2021-10-14;conservador;institucional;MG;Cidade_91;35893.00953119569;40678.33237522518;2022-08-07;telefone;ativo;18-25
4693;CLI_0004693;Cliente_4693;2021-09-20;agressivo;private;SP;Cidade_92;18034.836967751937;47832.23744241422;2023-05-06;app;ativo;18-25
4694;CLI_0004694;Cliente_4694;2022-08-08;arrojado;private;RS;Cidade_93;87227.48230635544;18178.168062931232;2021-09-20;app;ativo;18-25
4695;CLI_0004695;Cliente_4695;2022-03-15;agressivo;private;MG;Cidade_94;88244.60643303866;90659.51628715033;2024-04-16;app;ativo;18-25
4696;CLI_0004696;Cliente_4696;2024-05-25;conservador;varejo;SP;Cidade_95;26972.36144649861;348510.7246854389;2022-01-04;web;ativo;18-25
4697;CLI_0004697;Cliente_4697;2022-07-12;conservador;varejo;MG;Cidade_96;64967.89203632666;362016.206327508;2020-03-16;telefone;ativo;18-25
4698;CLI_0004698;Cliente_4698;2022-07-16;agressivo;varejo;DF;Cidade_97;29641.38168316311;396626.4199711333;2020-05-02;app;ativo;18-25
4699;CLI_0004699;Cliente_4699;2020-09-09;conservador;varejo;SC;Cidade_98;67288.20499508473;7478.914446495842;2024-11-09;telefone;ativo;18-25
4700;CLI_0004700;Cliente_4700;2024-11-29;moderado;varejo;MG;Cidade_99;257410.08412139505;1006843.4107954778;2023-02-09;telefone;inativo;18-25
4701;CLI_0004701;Cliente_4701;2021-04-01;arrojado;varejo;DF;Cidade_0;15224.209624735164;139688.73201725993;2022-06-15;presencial;ativo;18-25
4702;CLI_0004702;Cliente_4702;2020-05-13;arrojado;varejo;SP;Cidade_1;50263.264074027524;412284.22632852144;2024-05-07;web;ativo;18-25
4703;CLI_0004703;Cliente_4703;2023-04-25;conservador;private;SP;Cidade_2;23891.94949191455;471017.15942724224;2023-08-02;app;ativo;18-25
4704;CLI_0004704;Cliente_4704;2022-12-23;arrojado;private;BA;Cidade_3;39744.774034153015;144514.47318428932;2020-11-27;app;inativo;18-25
4705;CLI_0004705;Cliente_4705;2022-01-28;moderado;institucional;PR;Cidade_4;103632.1473480101;10488.211830014612;2020-01-14;presencial;inativo;18-25
4706;CLI_0004706;Cliente_4706;2022-02-09;conservador;private;SC;Cidade_5;21353.021077835845;181997.01408909456;2024-11-28;app;ativo;18-25
4707;CLI_0004707;Cliente_4707;2023-12-04;moderado;varejo;RS;Cidade_6;3757.103139664799;81321.18802730787;2023-02-22;web;ativo;18-25
4708;CLI_0004708;Cliente_4708;2020-12-23;moderado;varejo;RS;Cidade_7;80206.89542577325;46327.57334309992;2022-05-21;app;ativo;18-25
4709;CLI_0004709;Cliente_4709;2024-02-06;arrojado;institucional;SC;Cidade_8;40486.84263825513;40301.124353450374;2024-09-20;web;ativo;18-25
4710;CLI_0004710;Cliente_4710;2023-03-30;arrojado;private;MG;Cidade_9;29837.420323750663;163861.9479818152;2021-11-05;app;ativo;18-25
4711;CLI_0004711;Cliente_4711;2022-02-04;agressivo;private;SC;Cidade_10;10126.195668592753;22068.987269878482;2023-08-12;telefone;ativo;18-25
4712;CLI_0004712;Cliente_4712;2022-04-16;moderado;institucional;RJ;Cidade_11;4872.523673733814;344795.3665843928;2023-05-08;telefone;ativo;18-25
4713;CLI_0004713;Cliente_4713;2021-04-13;arrojado;varejo;DF;Cidade_12;16337.472002123754;51571.15980518089;2023-05-21;presencial;ativo;18-25
4714;CLI_0004714;Cliente_4714;2023-10-05;moderado;varejo;RJ;Cidade_13;63452.99839213121;159386.60968973074;2023-05-21;app;inativo;18-25
4715;CLI_0004715;Cliente_4715;2022-07-25;agressivo;varejo;PR;Cidade_14;26531.941490320165;26811.496680906523;2020-01-20;app;ativo;18-25
4716;CLI_0004716;Cliente_4716;2021-08-08;moderado;varejo;MG;Cidade_15;42224.97416993682;392693.5522301314;2024-02-14;web;inativo;18-25
4717;CLI_0004717;Cliente_4717;2022-12-24;conservador;institucional;BA;Cidade_16;4280.375615972673;235587.84834926002;2024-08-12;app;ativo;18-25
4718;CLI_0004718;Cliente_4718;2024-12-23;agressivo;private;SP;Cidade_17;6576.2727805000895;46265.86202583141;2022-03-31;presencial;ativo;18-25
4719;CLI_0004719;Cliente_4719;2022-03-05;agressivo;varejo;MG;Cidade_18;568.5113816091799;251573.72580541045;2022-10-20;app;ativo;18-25
4720;CLI_0004720;Cliente_4720;2024-08-08;moderado;private;DF;Cidade_19;55933.2683002211;17307.78140434757;2021-08-15;telefone;inativo;18-25
4721;CLI_0004721;Cliente_4721;2021-09-22;moderado;private;RS;Cidade_20;15357.14543747053;295872.0918315258;2023-12-04;presencial;ativo;18-25
4722;CLI_0004722;Cliente_4722;2020-04-09;arrojado;varejo;RJ;Cidade_21;170451.27583557257;134804.94841415895;2023-09-07;telefone;ativo;18-25
4723;CLI_0004723;Cliente_4723;2021-01-07;conservador;varejo;DF;Cidade_22;18441.411291847813;25608.420866058223;2023-09-10;presencial;ativo;18-25
4724;CLI_0004724;Cliente_4724;2022-02-03;agressivo;varejo;RJ;Cidade_23;22597.816404497968;159914.21088349086;2023-09-03;presencial;ativo;18-25
4725;CLI_0004725;Cliente_4725;2021-02-05;agressivo;private;RJ;Cidade_24;31695.807662348703;44845.403795450686;2021-02-03;presencial;ativo;18-25
4726;CLI_0004726;Cliente_4726;2020-01-01;agressivo;institucional;BA;Cidade_25;19219.983688558383;223420.03714826447;2020-07-24;presencial;ativo;18-25
4727;CLI_0004727;Cliente_4727;2024-07-28;arrojado;varejo;RS;Cidade_26;85034.70206716776;246625.13748853724;2021-07-21;web;ativo;18-25
4728;CLI_0004728;Cliente_4728;2024-03-20;conservador;private;BA;Cidade_27;104457.14641529447;286124.54386783054;2022-11-16;presencial;ativo;18-25
4729;CLI_0004729;Cliente_4729;2023-09-17;agressivo;private;SP;Cidade_28;554.8714259297496;450512.4671874872;2021-12-30;telefone;ativo;18-25
4730;CLI_0004730;Cliente_4730;2020-11-02;agressivo;varejo;MG;Cidade_29;53161.52779146366;212807.1193169505;2021-03-31;app;ativo;18-25
4731;CLI_0004731;Cliente_4731;2020-08-07;arrojado;institucional;MG;Cidade_30;57932.17393889905;135363.88582487585;2020-02-10;web;ativo;18-25
4732;CLI_0004732;Cliente_4732;2020-05-03;moderado;varejo;SC;Cidade_31;162757.3840862614;385139.06131681846;2020-08-09;web;ativo;18-25
4733;CLI_0004733;Cliente_4733;2023-08-15;agressivo;varejo;RJ;Cidade_32;23133.46534462209;460205.4110981311;2020-07-11;web;ativo;18-25
4734;CLI_0004734;Cliente_4734;2024-08-23;conservador;institucional;SC;Cidade_33;10863.042441136839;304425.91323917167;2024-10-12;app;ativo;18-25
4735;CLI_0004735;Cliente_4735;2022-02-25;conservador;varejo;RJ;Cidade_34;36759.02349739629;570944.4388154647;2023-11-23;app;ativo;18-25
4736;CLI_0004736;Cliente_4736;2020-08-05;conservador;varejo;SP;Cidade_35;29670.131861837912;776822.671104782;2020-08-12;web;ativo;18-25
4737;CLI_0004737;Cliente_4737;2022-07-24;conservador;institucional;DF;Cidade_36;78446.35005973543;57886.52409577681;2022-05-03;web;inativo;18-25
4738;CLI_0004738;Cliente_4738;2021-09-28;arrojado;private;BA;Cidade_37;117157.56498838277;40593.38050958413;2023-04-10;presencial;ativo;18-25
4739;CLI_0004739;Cliente_4739;2021-11-15;agressivo;private;PR;Cidade_38;4534.982751343903;119056.18558184146;2024-10-20;presencial;ativo;18-25
4740;CLI_0004740;Cliente_4740;2023-02-08;arrojado;private;PR;Cidade_39;93728.63111308333;1157002.0574174589;2021-05-06;app;ativo;18-25
4741;CLI_0004741;Cliente_4741;2023-08-05;conservador;private;PR;Cidade_40;119828.7902058286;18526.889941492525;2021-04-27;presencial;ativo;18-25
4742;CLI_0004742;Cliente_4742;2020-07-20;conservador;private;RS;Cidade_41;128940.57053728685;248954.79638238656;2022-11-03;telefone;ativo;18-25
4743;CLI_0004743;Cliente_4743;2020-03-05;conservador;varejo;SP;Cidade_42;72261.86489396237;380541.30816213635;2024-04-14;telefone;inativo;18-25
4744;CLI_0004744;Cliente_4744;2024-12-20;arrojado;institucional;MG;Cidade_43;67755.78743883724;1128028.897965728;2021-05-25;presencial;inativo;18-25
4745;CLI_0004745;Cliente_4745;2021-02-28;conservador;private;MG;Cidade_44;750.4423174505109;193365.53180479887;2020-08-17;presencial;inativo;18-25
4746;CLI_0004746;Cliente_4746;2020-04-08;agressivo;institucional;BA;Cidade_45;126406.33993530288;95637.62881112412;2021-04-30;web;ativo;18-25
4747;CLI_0004747;Cliente_4747;2020-12-12;conservador;private;SC;Cidade_46;21655.06575278044;36422.82372466998;2022-03-30;presencial;ativo;18-25
4748;CLI_0004748;Cliente_4748;2020-03-12;agressivo;varejo;SP;Cidade_47;2099.5660112472115;800850.3490260263;2021-10-19;telefone;ativo;18-25
4749;CLI_0004749;Cliente_4749;2021-12-16;agressivo;private;RS;Cidade_48;26634.760646895895;515939.98105202895;2024-04-21;app;ativo;18-25
4750;CLI_0004750;Cliente_4750;2024-01-05;conservador;private;SP;Cidade_49;65997.74187629335;326458.23842192953;2024-09-17;app;inativo;18-25
4751;CLI_0004751;Cliente_4751;2021-09-15;arrojado;institucional;SP;Cidade_50;29165.801799870384;575677.6023324877;2021-11-22;web;ativo;18-25
4752;CLI_0004752;Cliente_4752;2022-03-22;moderado;institucional;BA;Cidade_51;70943.16890702811;12556.952187779441;2024-02-12;app;ativo;18-25
4753;CLI_0004753;Cliente_4753;2023-05-18;moderado;varejo;DF;Cidade_52;35607.26812040334;199659.02991120837;2020-05-05;presencial;ativo;18-25
4754;CLI_0004754;Cliente_4754;2022-07-18;agressivo;institucional;RS;Cidade_53;17792.84593969561;64260.538650255;2022-10-08;web;inativo;18-25
4755;CLI_0004755;Cliente_4755;2024-04-21;arrojado;institucional;PR;Cidade_54;11339.531199901778;290138.4733061277;2024-02-27;presencial;inativo;18-25
4756;CLI_0004756;Cliente_4756;2024-04-30;moderado;institucional;MG;Cidade_55;27331.56101768423;20122.499836296818;2022-02-03;app;ativo;18-25
4757;CLI_0004757;Cliente_4757;2020-01-19;conservador;varejo;DF;Cidade_56;1823.0058445212958;59875.3630321091;2020-09-18;presencial;ativo;18-25
4758;CLI_0004758;Cliente_4758;2023-11-21;conservador;varejo;RJ;Cidade_57;27456.143272378857;379760.3391040053;2021-06-02;web;ativo;18-25
4759;CLI_0004759;Cliente_4759;2022-04-21;agressivo;varejo;SC;Cidade_58;3554.40128047768;276816.9064960648;2022-06-17;web;ativo;18-25
4760;CLI_0004760;Cliente_4760;2024-12-10;arrojado;institucional;PR;Cidade_59;104780.45993288186;966214.1824933364;2024-03-20;telefone;ativo;18-25
4761;CLI_0004761;Cliente_4761;2022-06-01;arrojado;institucional;RS;Cidade_60;42839.92953565711;206555.6686439152;2023-09-28;app;ativo;18-25
4762;CLI_0004762;Cliente_4762;2024-12-07;moderado;varejo;MG;Cidade_61;51928.98687116836;72215.55664401401;2020-06-01;presencial;inativo;18-25
4763;CLI_0004763;Cliente_4763;2023-10-09;moderado;institucional;PR;Cidade_62;17044.578707243818;158763.09750148677;2022-09-24;telefone;ativo;18-25
4764;CLI_0004764;Cliente_4764;2021-03-29;conservador;institucional;DF;Cidade_63;12797.613239710387;576360.7796001367;2024-05-11;telefone;ativo;18-25
4765;CLI_0004765;Cliente_4765;2022-09-10;agressivo;private;DF;Cidade_64;61533.85201084492;210974.72362518642;2022-11-19;app;ativo;18-25
4766;CLI_0004766;Cliente_4766;2024-12-16;arrojado;varejo;BA;Cidade_65;55670.89002081389;426566.60361171275;2020-04-28;presencial;inativo;18-25
4767;CLI_0004767;Cliente_4767;2024-04-14;moderado;varejo;SC;Cidade_66;6544.0856694378035;4630.574471988382;2024-02-12;app;ativo;18-25
4768;CLI_0004768;Cliente_4768;2020-06-26;moderado;institucional;RS;Cidade_67;13632.539391976265;92264.59545098078;2024-07-13;presencial;ativo;18-25
4769;CLI_0004769;Cliente_4769;2023-07-13;agressivo;institucional;RS;Cidade_68;146474.55994499882;547621.103902277;2021-12-11;telefone;ativo;18-25
4770;CLI_0004770;Cliente_4770;2021-09-23;agressivo;private;MG;Cidade_69;18133.028644325852;8016.454010380944;2021-07-20;telefone;ativo;18-25
4771;CLI_0004771;Cliente_4771;2020-01-13;conservador;varejo;MG;Cidade_70;1308.5501474212201;146419.79840935036;2022-09-19;telefone;ativo;18-25
4772;CLI_0004772;Cliente_4772;2022-01-06;agressivo;varejo;SP;Cidade_71;3295.3488964376797;85091.58359377715;2024-12-01;presencial;inativo;18-25
4773;CLI_0004773;Cliente_4773;2021-03-04;conservador;institucional;DF;Cidade_72;74692.81979494148;207807.06721992913;2024-03-09;web;ativo;18-25
4774;CLI_0004774;Cliente_4774;2024-02-04;conservador;varejo;SP;Cidade_73;70766.73590936216;35400.61401106812;2024-01-20;app;inativo;18-25
4775;CLI_0004775;Cliente_4775;2021-09-07;agressivo;institucional;RS;Cidade_74;24049.368063957245;211859.27646866936;2020-12-18;presencial;ativo;18-25
4776;CLI_0004776;Cliente_4776;2024-02-20;agressivo;private;RJ;Cidade_75;8314.582831890637;961739.7636283394;2024-06-22;app;ativo;18-25
4777;CLI_0004777;Cliente_4777;2020-01-02;agressivo;institucional;BA;Cidade_76;34468.23883566401;63261.22279236858;2022-10-12;app;ativo;18-25
4778;CLI_0004778;Cliente_4778;2021-07-16;agressivo;private;MG;Cidade_77;20165.0217766997;123766.7973109118;2024-08-01;telefone;ativo;18-25
4779;CLI_0004779;Cliente_4779;2021-03-16;agressivo;institucional;SP;Cidade_78;23417.71733478509;6029.833467052482;2023-04-05;app;ativo;18-25
4780;CLI_0004780;Cliente_4780;2021-03-02;conservador;private;BA;Cidade_79;15121.876983773333;113849.45730152426;2024-03-03;web;ativo;18-25
4781;CLI_0004781;Cliente_4781;2020-05-04;moderado;private;SC;Cidade_80;3246.0183794202194;104172.65469925418;2020-10-29;presencial;inativo;18-25
4782;CLI_0004782;Cliente_4782;2020-12-07;arrojado;varejo;PR;Cidade_81;78309.17038548582;166347.2815584291;2023-07-14;web;inativo;18-25
4783;CLI_0004783;Cliente_4783;2022-10-11;arrojado;institucional;PR;Cidade_82;48145.645649821265;59350.09669841428;2021-04-14;web;ativo;18-25
4784;CLI_0004784;Cliente_4784;2021-06-16;conservador;varejo;DF;Cidade_83;89980.04377352602;79694.15535961339;2020-11-04;telefone;ativo;18-25
4785;CLI_0004785;Cliente_4785;2022-02-01;conservador;varejo;RS;Cidade_84;34978.58643057574;188268.73485768447;2022-11-14;presencial;ativo;18-25
4786;CLI_0004786;Cliente_4786;2021-11-19;moderado;institucional;MG;Cidade_85;209940.73740073876;478228.33131850074;2023-01-05;presencial;ativo;18-25
4787;CLI_0004787;Cliente_4787;2024-05-18;agressivo;varejo;DF;Cidade_86;164203.94087537721;53627.69948869571;2022-06-14;web;inativo;18-25
4788;CLI_0004788;Cliente_4788;2024-07-11;conservador;varejo;PR;Cidade_87;15857.843358398713;226304.51197381917;2020-06-11;presencial;ativo;18-25
4789;CLI_0004789;Cliente_4789;2022-06-19;arrojado;varejo;SC;Cidade_88;24467.634931165656;148418.50611998796;2021-03-22;app;ativo;18-25
4790;CLI_0004790;Cliente_4790;2021-08-25;agressivo;institucional;MG;Cidade_89;69859.55840711092;22098.993262041407;2021-03-05;presencial;ativo;18-25
4791;CLI_0004791;Cliente_4791;2020-07-14;conservador;varejo;SP;Cidade_90;74940.3444617119;166681.15273611093;2021-07-26;presencial;ativo;18-25
4792;CLI_0004792;Cliente_4792;2024-10-06;agressivo;varejo;PR;Cidade_91;120787.20592922882;246754.4700459975;2023-02-20;app;ativo;18-25
4793;CLI_0004793;Cliente_4793;2020-04-19;arrojado;varejo;RJ;Cidade_92;52868.791041413955;182386.99275528747;2022-03-10;app;ativo;18-25
4794;CLI_0004794;Cliente_4794;2021-06-27;agressivo;institucional;PR;Cidade_93;32229.373757986396;22055.453090589;2024-11-03;app;ativo;18-25
4795;CLI_0004795;Cliente_4795;2021-06-28;conservador;private;MG;Cidade_94;23712.75667716581;385570.2569335167;2020-01-29;app;ativo;18-25
4796;CLI_0004796;Cliente_4796;2021-08-08;conservador;private;RJ;Cidade_95;27165.594337029215;8373.590766832189;2021-01-29;presencial;inativo;18-25
4797;CLI_0004797;Cliente_4797;2020-10-26;arrojado;private;BA;Cidade_96;94991.23231180244;53838.72448957978;2022-11-13;telefone;ativo;18-25
4798;CLI_0004798;Cliente_4798;2023-12-01;moderado;private;PR;Cidade_97;195623.2641794222;191271.3936011823;2024-05-24;telefone;inativo;18-25
4799;CLI_0004799;Cliente_4799;2020-08-11;moderado;varejo;MG;Cidade_98;2665.2492408689754;49183.342478947925;2020-03-02;app;ativo;18-25
4800;CLI_0004800;Cliente_4800;2023-03-05;agressivo;institucional;PR;Cidade_99;43404.163424526196;21472.223251422532;2024-06-01;presencial;ativo;18-25
4801;CLI_0004801;Cliente_4801;2020-08-14;conservador;varejo;PR;Cidade_0;36704.08115980102;143454.4797494951;2022-07-15;presencial;ativo;18-25
4802;CLI_0004802;Cliente_4802;2020-05-08;conservador;institucional;MG;Cidade_1;23591.647058694245;256358.15109662747;2023-12-05;presencial;ativo;18-25
4803;CLI_0004803;Cliente_4803;2024-07-18;arrojado;varejo;RJ;Cidade_2;95384.26105654327;105782.68954096583;2024-09-28;presencial;ativo;18-25
4804;CLI_0004804;Cliente_4804;2020-12-13;arrojado;private;SP;Cidade_3;42870.79575604662;239771.20880919776;2021-01-28;presencial;ativo;18-25
4805;CLI_0004805;Cliente_4805;2024-02-08;conservador;private;SC;Cidade_4;18779.497084601284;394159.3091451317;2022-12-09;telefone;ativo;18-25
4806;CLI_0004806;Cliente_4806;2022-09-21;arrojado;institucional;PR;Cidade_5;29358.706077594426;637847.0985860436;2024-06-01;web;ativo;18-25
4807;CLI_0004807;Cliente_4807;2020-05-22;moderado;varejo;RS;Cidade_6;22065.254594560392;53122.77909121936;2024-03-21;web;ativo;18-25
4808;CLI_0004808;Cliente_4808;2024-10-10;moderado;private;BA;Cidade_7;28113.455920433466;185956.82846422552;2022-08-09;web;ativo;18-25
4809;CLI_0004809;Cliente_4809;2021-03-26;agressivo;institucional;MG;Cidade_8;3696.6342405467713;62087.53426689346;2024-09-29;app;ativo;18-25
4810;CLI_0004810;Cliente_4810;2024-04-18;arrojado;varejo;PR;Cidade_9;5934.436946291503;409462.28423354175;2023-07-17;app;ativo;18-25
4811;CLI_0004811;Cliente_4811;2020-11-04;agressivo;institucional;SC;Cidade_10;48867.32401937818;441979.0652102059;2022-08-15;telefone;ativo;18-25
4812;CLI_0004812;Cliente_4812;2024-04-08;arrojado;varejo;SP;Cidade_11;57611.47364878004;77769.07288962435;2020-04-15;telefone;ativo;18-25
4813;CLI_0004813;Cliente_4813;2020-01-25;arrojado;varejo;MG;Cidade_12;50615.36515491574;207320.96966091054;2022-06-08;presencial;ativo;18-25
4814;CLI_0004814;Cliente_4814;2022-07-23;moderado;varejo;DF;Cidade_13;72000.66604697696;437272.4203609443;2022-02-09;telefone;inativo;18-25
4815;CLI_0004815;Cliente_4815;2023-11-06;conservador;institucional;PR;Cidade_14;143705.84861216988;142003.18554654773;2021-07-11;app;ativo;18-25
4816;CLI_0004816;Cliente_4816;2024-09-02;arrojado;institucional;BA;Cidade_15;98526.95578129683;254929.59185939442;2024-09-17;telefone;ativo;18-25
4817;CLI_0004817;Cliente_4817;2024-07-18;arrojado;varejo;RS;Cidade_16;27108.03903562038;322744.9212306198;2024-08-17;presencial;inativo;18-25
4818;CLI_0004818;Cliente_4818;2024-02-05;arrojado;private;MG;Cidade_17;12265.824257166185;410982.71892815;2021-09-07;presencial;inativo;18-25
4819;CLI_0004819;Cliente_4819;2024-06-09;conservador;varejo;PR;Cidade_18;18687.58276988857;144806.89862478877;2022-03-06;presencial;ativo;18-25
4820;CLI_0004820;Cliente_4820;2020-12-29;agressivo;institucional;RJ;Cidade_19;44305.233497881716;568857.763617666;2023-10-04;app;ativo;18-25
4821;CLI_0004821;Cliente_4821;2021-06-02;agressivo;varejo;SP;Cidade_20;96969.48970252843;198285.43444920078;2024-03-04;web;ativo;18-25
4822;CLI_0004822;Cliente_4822;2021-06-11;arrojado;institucional;RS;Cidade_21;60486.823034324334;32910.684750004526;2020-07-20;web;ativo;18-25
4823;CLI_0004823;Cliente_4823;2021-11-19;arrojado;varejo;MG;Cidade_22;39155.02820712802;189585.56776209024;2022-06-15;app;ativo;18-25
4824;CLI_0004824;Cliente_4824;2021-12-19;agressivo;varejo;PR;Cidade_23;46049.88455733294;70899.41897313633;2024-07-27;presencial;ativo;18-25
4825;CLI_0004825;Cliente_4825;2022-09-21;agressivo;private;RS;Cidade_24;37566.493275262575;93070.20356594316;2023-04-28;presencial;inativo;18-25
4826;CLI_0004826;Cliente_4826;2020-10-18;moderado;private;RJ;Cidade_25;178116.7656053176;330949.3284814959;2022-09-18;app;ativo;18-25
